city,timestamp,temperature,season
New York,2010-01-01,1.4424082865695722,winter
New York,2010-01-02,2.460102274409813,winter
New York,2010-01-03,0.9048936229102811,winter
New York,2010-01-04,-5.371269599907212,winter
New York,2010-01-05,-13.04932702516443,winter
New York,2010-01-06,-3.6291335471785486,winter
New York,2010-01-07,4.973917182163109,winter
New York,2010-01-08,2.161336381118846,winter
New York,2010-01-09,5.643765052238397,winter
New York,2010-01-10,3.6459763579093742,winter
New York,2010-01-11,10.536962641761402,winter
New York,2010-01-12,2.8698909712753036,winter
New York,2010-01-13,-3.4447393254053393,winter
New York,2010-01-14,-2.0705940074483538,winter
New York,2010-01-15,-1.022494749168658,winter
New York,2010-01-16,-7.695199630555817,winter
New York,2010-01-17,-2.2257593600931598,winter
New York,2010-01-18,3.9319293883328372,winter
New York,2010-01-19,2.5271000901209932,winter
New York,2010-01-20,3.9988047078619378,winter
New York,2010-01-21,-17.52077782727451,winter
New York,2010-01-22,1.9950567560200945,winter
New York,2010-01-23,-0.9797117566323854,winter
New York,2010-01-24,-4.199874066536181,winter
New York,2010-01-25,2.180421993872555,winter
New York,2010-01-26,4.002176065655955,winter
New York,2010-01-27,1.6309111740537874,winter
New York,2010-01-28,-3.386570012575259,winter
New York,2010-01-29,-2.0918616013901965,winter
New York,2010-01-30,-3.9352506310319373,winter
New York,2010-01-31,0.4628927259079832,winter
New York,2010-02-01,-2.8341338567358187,winter
New York,2010-02-02,0.563800331238691,winter
New York,2010-02-03,2.8351396402508158,winter
New York,2010-02-04,-1.478136325932479,winter
New York,2010-02-05,-1.4489279255270515,winter
New York,2010-02-06,2.4816526216633648,winter
New York,2010-02-07,1.639801911734877,winter
New York,2010-02-08,-3.2161033283239977,winter
New York,2010-02-09,1.5328982931335253,winter
New York,2010-02-10,10.185817974375142,winter
New York,2010-02-11,-0.3359857591440849,winter
New York,2010-02-12,-5.706176276409833,winter
New York,2010-02-13,-2.4647366379478814,winter
New York,2010-02-14,-10.064078546584465,winter
New York,2010-02-15,-6.192148128351956,winter
New York,2010-02-16,-0.4586519869969749,winter
New York,2010-02-17,1.4190956131823684,winter
New York,2010-02-18,-15.321072259731043,winter
New York,2010-02-19,-3.2876847977658326,winter
New York,2010-02-20,1.6930159929786233,winter
New York,2010-02-21,-0.5709360312720764,winter
New York,2010-02-22,4.267365260418769,winter
New York,2010-02-23,1.0901798740989705,winter
New York,2010-02-24,-3.3053195823818555,winter
New York,2010-02-25,3.009033633553071,winter
New York,2010-02-26,-5.011489820961977,winter
New York,2010-02-27,-0.7276179658671615,winter
New York,2010-02-28,-5.768801363736351,winter
New York,2010-03-01,13.463041440357486,spring
New York,2010-03-02,17.407223740537198,spring
New York,2010-03-03,11.261918361473432,spring
New York,2010-03-04,11.979414999170423,spring
New York,2010-03-05,12.784431981619871,spring
New York,2010-03-06,5.799015453294999,spring
New York,2010-03-07,3.9192107944352985,spring
New York,2010-03-08,12.077317117826139,spring
New York,2010-03-09,5.753238201784713,spring
New York,2010-03-10,16.432368691278253,spring
New York,2010-03-11,1.7881835189125699,spring
New York,2010-03-12,1.4006662484933692,spring
New York,2010-03-13,16.932502226254783,spring
New York,2010-03-14,9.496868462362647,spring
New York,2010-03-15,7.332716816379861,spring
New York,2010-03-16,13.671100727049927,spring
New York,2010-03-17,3.2846560461247423,spring
New York,2010-03-18,11.665071503338925,spring
New York,2010-03-19,16.451770539255875,spring
New York,2010-03-20,14.02594182423192,spring
New York,2010-03-21,10.099782384704934,spring
New York,2010-03-22,12.219582101950746,spring
New York,2010-03-23,5.546729280984721,spring
New York,2010-03-24,5.05430664054396,spring
New York,2010-03-25,7.639725787326862,spring
New York,2010-03-26,1.8046984583549595,spring
New York,2010-03-27,17.750307320991272,spring
New York,2010-03-28,13.47428156906694,spring
New York,2010-03-29,14.523281695407622,spring
New York,2010-03-30,9.001232006704262,spring
New York,2010-03-31,3.713797201607939,spring
New York,2010-04-01,8.698481759730093,spring
New York,2010-04-02,12.939160390841614,spring
New York,2010-04-03,8.61802537984922,spring
New York,2010-04-04,15.316181570101996,spring
New York,2010-04-05,4.884368630064668,spring
New York,2010-04-06,13.066615141865478,spring
New York,2010-04-07,3.4825578948547236,spring
New York,2010-04-08,13.577066743320913,spring
New York,2010-04-09,16.99241075207428,spring
New York,2010-04-10,9.981952152787189,spring
New York,2010-04-11,10.970052236536217,spring
New York,2010-04-12,6.124736744810224,spring
New York,2010-04-13,23.012314299695923,spring
New York,2010-04-14,8.945316206159317,spring
New York,2010-04-15,15.637238662337761,spring
New York,2010-04-16,10.935766545219558,spring
New York,2010-04-17,3.22845254612605,spring
New York,2010-04-18,9.180236245490102,spring
New York,2010-04-19,8.425752903133418,spring
New York,2010-04-20,-1.0572308097877077,spring
New York,2010-04-21,18.135619443300307,spring
New York,2010-04-22,22.51245665097659,spring
New York,2010-04-23,8.471729400118496,spring
New York,2010-04-24,11.998522003182787,spring
New York,2010-04-25,14.271188932375482,spring
New York,2010-04-26,19.351115290268808,spring
New York,2010-04-27,9.1336415450259,spring
New York,2010-04-28,14.940591243249237,spring
New York,2010-04-29,12.41778676461521,spring
New York,2010-04-30,1.9041045294132477,spring
New York,2010-05-01,8.900647715318051,spring
New York,2010-05-02,17.412736800525977,spring
New York,2010-05-03,16.846392092357487,spring
New York,2010-05-04,12.790667586773326,spring
New York,2010-05-05,12.62819639645447,spring
New York,2010-05-06,7.496114050750344,spring
New York,2010-05-07,6.0476493441837,spring
New York,2010-05-08,9.276005493558523,spring
New York,2010-05-09,10.691110167637492,spring
New York,2010-05-10,3.4173844088165426,spring
New York,2010-05-11,19.225133231512423,spring
New York,2010-05-12,7.975622605812967,spring
New York,2010-05-13,9.24038332830887,spring
New York,2010-05-14,-2.2541488786520034,spring
New York,2010-05-15,9.768819632272155,spring
New York,2010-05-16,9.328601751504134,spring
New York,2010-05-17,10.145929288467824,spring
New York,2010-05-18,5.35939478913191,spring
New York,2010-05-19,13.471782791888963,spring
New York,2010-05-20,12.784825316044403,spring
New York,2010-05-21,11.24017137880747,spring
New York,2010-05-22,11.690462758872158,spring
New York,2010-05-23,13.769059947564102,spring
New York,2010-05-24,9.046381269826,spring
New York,2010-05-25,3.6999152109396407,spring
New York,2010-05-26,16.31819667345429,spring
New York,2010-05-27,9.548382434691703,spring
New York,2010-05-28,13.4774604388711,spring
New York,2010-05-29,7.847652429461563,spring
New York,2010-05-30,6.590167405119606,spring
New York,2010-05-31,11.08716417221636,spring
New York,2010-06-01,23.395141338470165,summer
New York,2010-06-02,32.39933459990742,summer
New York,2010-06-03,24.697386564739606,summer
New York,2010-06-04,21.16908383844267,summer
New York,2010-06-05,27.360811905564255,summer
New York,2010-06-06,30.493119252238106,summer
New York,2010-06-07,27.44569778657609,summer
New York,2010-06-08,24.45319781837373,summer
New York,2010-06-09,19.948389110776667,summer
New York,2010-06-10,29.163930396171423,summer
New York,2010-06-11,24.77162769222978,summer
New York,2010-06-12,25.88103654565464,summer
New York,2010-06-13,24.913924255894173,summer
New York,2010-06-14,23.378450773167224,summer
New York,2010-06-15,35.39557523754004,summer
New York,2010-06-16,29.954086433757148,summer
New York,2010-06-17,13.139230275087122,summer
New York,2010-06-18,34.30808516239472,summer
New York,2010-06-19,24.509023485243915,summer
New York,2010-06-20,19.654658423784944,summer
New York,2010-06-21,29.85839383705809,summer
New York,2010-06-22,27.20928917167318,summer
New York,2010-06-23,22.497094049417463,summer
New York,2010-06-24,29.41516428799114,summer
New York,2010-06-25,22.667000727609448,summer
New York,2010-06-26,29.37600022774424,summer
New York,2010-06-27,21.25045106884246,summer
New York,2010-06-28,19.06802723351348,summer
New York,2010-06-29,25.775780462805553,summer
New York,2010-06-30,26.742040910936,summer
New York,2010-07-01,31.238531054352855,summer
New York,2010-07-02,24.645497414364154,summer
New York,2010-07-03,20.30492751079604,summer
New York,2010-07-04,37.22084811366157,summer
New York,2010-07-05,24.850934152685266,summer
New York,2010-07-06,28.795880183058916,summer
New York,2010-07-07,24.6657217984282,summer
New York,2010-07-08,27.176364009492822,summer
New York,2010-07-09,23.35307083642966,summer
New York,2010-07-10,18.18601491248883,summer
New York,2010-07-11,29.07500101644208,summer
New York,2010-07-12,27.010117532299937,summer
New York,2010-07-13,19.06871121817308,summer
New York,2010-07-14,32.54860612500223,summer
New York,2010-07-15,24.604963123414134,summer
New York,2010-07-16,24.884121734923358,summer
New York,2010-07-17,25.77694772779595,summer
New York,2010-07-18,20.85871629115612,summer
New York,2010-07-19,22.654523404901145,summer
New York,2010-07-20,24.323270827209434,summer
New York,2010-07-21,17.53600627133066,summer
New York,2010-07-22,21.7935732087355,summer
New York,2010-07-23,20.559451921461587,summer
New York,2010-07-24,34.72475050737083,summer
New York,2010-07-25,25.074552185736156,summer
New York,2010-07-26,29.441416571691782,summer
New York,2010-07-27,22.450064770702458,summer
New York,2010-07-28,27.643487985312625,summer
New York,2010-07-29,27.621553133200656,summer
New York,2010-07-30,27.74208842135587,summer
New York,2010-07-31,18.368369724926982,summer
New York,2010-08-01,34.15934405905865,summer
New York,2010-08-02,29.220013994416295,summer
New York,2010-08-03,23.267930293564728,summer
New York,2010-08-04,24.062669247087513,summer
New York,2010-08-05,24.188764485253518,summer
New York,2010-08-06,23.569090008317474,summer
New York,2010-08-07,21.140845493045223,summer
New York,2010-08-08,27.20804112107623,summer
New York,2010-08-09,29.71561765787359,summer
New York,2010-08-10,24.115323968015876,summer
New York,2010-08-11,28.421412936902342,summer
New York,2010-08-12,21.374101642657966,summer
New York,2010-08-13,29.824418442879633,summer
New York,2010-08-14,34.049066274633724,summer
New York,2010-08-15,23.421985921962726,summer
New York,2010-08-16,23.018837994468463,summer
New York,2010-08-17,16.460934159517617,summer
New York,2010-08-18,27.724298239526657,summer
New York,2010-08-19,28.320935979502586,summer
New York,2010-08-20,23.96555733237042,summer
New York,2010-08-21,16.255422965018294,summer
New York,2010-08-22,22.950468163812292,summer
New York,2010-08-23,20.347868422300735,summer
New York,2010-08-24,17.25934215182619,summer
New York,2010-08-25,23.283268004764345,summer
New York,2010-08-26,23.84814473337217,summer
New York,2010-08-27,28.431929190061613,summer
New York,2010-08-28,29.355935455431016,summer
New York,2010-08-29,22.17573219945827,summer
New York,2010-08-30,21.18635403184583,summer
New York,2010-08-31,26.696067600772583,summer
New York,2010-09-01,12.267755988584,autumn
New York,2010-09-02,11.662452389162379,autumn
New York,2010-09-03,11.913336446167941,autumn
New York,2010-09-04,13.973841255902858,autumn
New York,2010-09-05,18.955895350792982,autumn
New York,2010-09-06,18.136347817083767,autumn
New York,2010-09-07,14.824472619735252,autumn
New York,2010-09-08,11.062112736078522,autumn
New York,2010-09-09,18.808303504982273,autumn
New York,2010-09-10,20.284090376208912,autumn
New York,2010-09-11,19.693772909911104,autumn
New York,2010-09-12,19.90490049031252,autumn
New York,2010-09-13,21.10552247702713,autumn
New York,2010-09-14,19.561372151403816,autumn
New York,2010-09-15,11.002860806011821,autumn
New York,2010-09-16,15.217055414134306,autumn
New York,2010-09-17,15.701879014905057,autumn
New York,2010-09-18,11.015600240904332,autumn
New York,2010-09-19,9.846190287135897,autumn
New York,2010-09-20,15.084287399177109,autumn
New York,2010-09-21,18.42094818953941,autumn
New York,2010-09-22,11.257892858481913,autumn
New York,2010-09-23,10.727158972470592,autumn
New York,2010-09-24,16.943126387416203,autumn
New York,2010-09-25,10.529044318294407,autumn
New York,2010-09-26,14.757104626808777,autumn
New York,2010-09-27,8.084865847578968,autumn
New York,2010-09-28,4.091507873468693,autumn
New York,2010-09-29,11.41011657957928,autumn
New York,2010-09-30,6.922657192121861,autumn
New York,2010-10-01,10.263326346537646,autumn
New York,2010-10-02,15.125333344617943,autumn
New York,2010-10-03,8.514954057829929,autumn
New York,2010-10-04,11.95586364997461,autumn
New York,2010-10-05,11.519978947234101,autumn
New York,2010-10-06,12.198986061601472,autumn
New York,2010-10-07,15.871937518448796,autumn
New York,2010-10-08,14.849396936766976,autumn
New York,2010-10-09,14.607108215732868,autumn
New York,2010-10-10,11.053539870822977,autumn
New York,2010-10-11,14.586417166205326,autumn
New York,2010-10-12,11.77498911671838,autumn
New York,2010-10-13,7.532875776742647,autumn
New York,2010-10-14,10.525580140574515,autumn
New York,2010-10-15,15.951208915986625,autumn
New York,2010-10-16,14.924020952783502,autumn
New York,2010-10-17,20.93442520793272,autumn
New York,2010-10-18,18.872687132884668,autumn
New York,2010-10-19,26.98231312738809,autumn
New York,2010-10-20,19.20741487038677,autumn
New York,2010-10-21,17.132389497723143,autumn
New York,2010-10-22,16.2924855998278,autumn
New York,2010-10-23,15.609593095456152,autumn
New York,2010-10-24,10.069686142473223,autumn
New York,2010-10-25,11.35991022752686,autumn
New York,2010-10-26,8.0552090828429,autumn
New York,2010-10-27,17.70350640377304,autumn
New York,2010-10-28,9.646642010121926,autumn
New York,2010-10-29,12.747769257446667,autumn
New York,2010-10-30,24.090719013554555,autumn
New York,2010-10-31,12.82805860999504,autumn
New York,2010-11-01,12.586974498662572,autumn
New York,2010-11-02,6.7656020538958295,autumn
New York,2010-11-03,18.772421198991612,autumn
New York,2010-11-04,11.010901402173761,autumn
New York,2010-11-05,15.51338635590044,autumn
New York,2010-11-06,10.96066490492569,autumn
New York,2010-11-07,11.303631542697833,autumn
New York,2010-11-08,13.659919188346477,autumn
New York,2010-11-09,15.77153660012529,autumn
New York,2010-11-10,16.060782487825843,autumn
New York,2010-11-11,11.24820892511365,autumn
New York,2010-11-12,16.53525145169948,autumn
New York,2010-11-13,13.139867965264886,autumn
New York,2010-11-14,13.113226132269968,autumn
New York,2010-11-15,7.632711291637153,autumn
New York,2010-11-16,18.58820006895489,autumn
New York,2010-11-17,9.199058443949282,autumn
New York,2010-11-18,1.174719296210311,autumn
New York,2010-11-19,17.2586912457669,autumn
New York,2010-11-20,13.798222182508468,autumn
New York,2010-11-21,9.912753271795498,autumn
New York,2010-11-22,25.47879725448711,autumn
New York,2010-11-23,12.740333661835455,autumn
New York,2010-11-24,18.113507073269847,autumn
New York,2010-11-25,10.58111167674494,autumn
New York,2010-11-26,7.902556412966351,autumn
New York,2010-11-27,17.506020199738984,autumn
New York,2010-11-28,26.06679827205133,autumn
New York,2010-11-29,13.337597285853105,autumn
New York,2010-11-30,18.36493079255992,autumn
New York,2010-12-01,-2.933056822465085,winter
New York,2010-12-02,-3.854811238782023,winter
New York,2010-12-03,0.7190267234297234,winter
New York,2010-12-04,-0.3788117605484831,winter
New York,2010-12-05,-2.3622015289167924,winter
New York,2010-12-06,5.575193274821691,winter
New York,2010-12-07,-4.32153205177169,winter
New York,2010-12-08,1.067370386075395,winter
New York,2010-12-09,-6.052961218870482,winter
New York,2010-12-10,6.74446844539637,winter
New York,2010-12-11,-4.064251992417785,winter
New York,2010-12-12,2.792545448773481,winter
New York,2010-12-13,2.6805416370627326,winter
New York,2010-12-14,-13.43173615760146,winter
New York,2010-12-15,1.7619987598928721,winter
New York,2010-12-16,0.22772741439028066,winter
New York,2010-12-17,5.950710831138007,winter
New York,2010-12-18,-5.9384083261320555,winter
New York,2010-12-19,-2.1913219893745985,winter
New York,2010-12-20,1.3865660591580875,winter
New York,2010-12-21,-8.199026649487935,winter
New York,2010-12-22,-1.27292022064381,winter
New York,2010-12-23,-6.244938783445014,winter
New York,2010-12-24,9.291811384940008,winter
New York,2010-12-25,-11.56079655235236,winter
New York,2010-12-26,-1.5576395157538947,winter
New York,2010-12-27,-6.520903682678222,winter
New York,2010-12-28,3.098694535508923,winter
New York,2010-12-29,0.9063204088399575,winter
New York,2010-12-30,7.545999798621191,winter
New York,2010-12-31,-5.2366774608873,winter
New York,2011-01-01,6.360947102043159,winter
New York,2011-01-02,-1.7513313482879656,winter
New York,2011-01-03,0.5888534237072377,winter
New York,2011-01-04,3.9793063627629626,winter
New York,2011-01-05,-5.9847080917365645,winter
New York,2011-01-06,5.345891446179712,winter
New York,2011-01-07,3.0972031135844604,winter
New York,2011-01-08,4.073693824879485,winter
New York,2011-01-09,-16.17348673822524,winter
New York,2011-01-10,-10.089142623759633,winter
New York,2011-01-11,15.858064639062759,winter
New York,2011-01-12,-2.901538002207999,winter
New York,2011-01-13,7.175269514497115,winter
New York,2011-01-14,-5.96343289613149,winter
